problem_statement,problem_tags,contestId,index,name,type,points,rating
2052G - Geometric Balance,"data structures,geometry,implementation",2052,G,Geometric Balance,PROGRAMMING,,2800.0
2052F - Fix Flooded Floor,"constructive algorithms,dp,graphs",2052,F,Fix Flooded Floor,PROGRAMMING,,1700.0
2052E - Expression Correction,"brute force,expression parsing,strings",2052,E,Expression Correction,PROGRAMMING,,1900.0
2052D - DAG Serialization,"brute force,graphs",2052,D,DAG Serialization,PROGRAMMING,,2100.0
2052C - Cactus without Bridges,"constructive algorithms,math",2052,C,Cactus without Bridges,PROGRAMMING,,3500.0
2052B - BitBitJump,,2052,B,BitBitJump,PROGRAMMING,,2400.0
2052A - Adrenaline Rush,constructive algorithms,2052,A,Adrenaline Rush,PROGRAMMING,,1600.0
2051G - Snakes,"bitmasks,dp,dsu,graphs",2051,G,Snakes,PROGRAMMING,,2100.0
2051F - Joker,"brute force,greedy,implementation,math",2051,F,Joker,PROGRAMMING,,2000.0
2051E - Best Price,"binary search,brute force,data structures,greedy,sortings",2051,E,Best Price,PROGRAMMING,,1600.0
2051D - Counting Pairs,"binary search,sortings,two pointers",2051,D,Counting Pairs,PROGRAMMING,,1200.0
2051C - Preparing for the Exam,"constructive algorithms,implementation",2051,C,Preparing for the Exam,PROGRAMMING,,1000.0
2051B - Journey,"binary search,math",2051,B,Journey,PROGRAMMING,,800.0
2051A - Preparing for the Olympiad,greedy,2051,A,Preparing for the Olympiad,PROGRAMMING,,800.0
2050G - Tree Destruction,"dfs and similar,dp,trees",2050,G,Tree Destruction,PROGRAMMING,,1900.0
2050F - Maximum modulo equality,"data structures,divide and conquer,math,number theory",2050,F,Maximum modulo equality,PROGRAMMING,,1700.0
2050E - Three Strings,"dp,implementation,strings",2050,E,Three Strings,PROGRAMMING,,1500.0
2050D - Digital string maximization,"brute force,greedy,math,strings",2050,D,Digital string maximization,PROGRAMMING,,1300.0
2050C - Uninteresting Number,"brute force,dp,math",2050,C,Uninteresting Number,PROGRAMMING,,1200.0
2050B - Transfusion,"brute force,greedy,math",2050,B,Transfusion,PROGRAMMING,,1100.0
2050A - Line Breaks,implementation,2050,A,Line Breaks,PROGRAMMING,,800.0
2049F - MEX OR Mania,"bitmasks,brute force,data structures,dsu,implementation",2049,F,MEX OR Mania,PROGRAMMING,2750.0,2700.0
2049E - Broken Queries,"binary search,bitmasks,brute force,constructive algorithms,implementation,interactive",2049,E,Broken Queries,PROGRAMMING,2250.0,2400.0
2049D - Shift + Esc,"brute force,dp",2049,D,Shift + Esc,PROGRAMMING,1750.0,1900.0
2049C - MEX Cycle,"brute force,constructive algorithms,greedy,implementation",2049,C,MEX Cycle,PROGRAMMING,1000.0,1500.0
2049B - pspspsps,"brute force,constructive algorithms,graph matchings,implementation",2049,B,pspspsps,PROGRAMMING,750.0,1300.0
2049A - MEX Destruction,"greedy,implementation",2049,A,MEX Destruction,PROGRAMMING,500.0,800.0
2048I2 - Kevin and Puzzle (Hard Version),"bitmasks,fft,math",2048,I2,Kevin and Puzzle (Hard Version),PROGRAMMING,3000.0,3500.0
2048I1 - Kevin and Puzzle (Easy Version),constructive algorithms,2048,I1,Kevin and Puzzle (Easy Version),PROGRAMMING,3000.0,3500.0
2048H - Kevin and Strange Operation,"data structures,dp",2048,H,Kevin and Strange Operation,PROGRAMMING,2750.0,3100.0
2048G - Kevin and Matrices,"brute force,combinatorics,dp,math",2048,G,Kevin and Matrices,PROGRAMMING,2250.0,2800.0
2048F - Kevin and Math Class,"brute force,data structures,divide and conquer,dp,implementation,math,trees",2048,F,Kevin and Math Class,PROGRAMMING,2000.0,2500.0
2048E - Kevin and Bipartite Graph,"constructive algorithms,graphs,greedy",2048,E,Kevin and Bipartite Graph,PROGRAMMING,1750.0,2000.0
2048D - Kevin and Competition Memories,"binary search,brute force,data structures,greedy,sortings,two pointers",2048,D,Kevin and Competition Memories,PROGRAMMING,1250.0,1600.0
2048C - Kevin and Binary Strings,"bitmasks,brute force,greedy,implementation,strings",2048,C,Kevin and Binary Strings,PROGRAMMING,1000.0,1200.0
2048B - Kevin and Permutation,"constructive algorithms,greedy",2048,B,Kevin and Permutation,PROGRAMMING,500.0,900.0
2048A - Kevin and Combination Lock,"brute force,greedy,implementation,math,number theory",2048,A,Kevin and Combination Lock,PROGRAMMING,250.0,800.0
2047B - Replace Character,"brute force,combinatorics,greedy,strings",2047,B,Replace Character,PROGRAMMING,1000.0,900.0
2047A - Alyona and a Square Jigsaw Puzzle,"implementation,math",2047,A,Alyona and a Square Jigsaw Puzzle,PROGRAMMING,500.0,800.0
2046F2 - Yandex Cuneiform (Hard Version),"constructive algorithms,data structures,greedy,implementation",2046,F2,Yandex Cuneiform (Hard Version),PROGRAMMING,2500.0,3500.0
2046F1 - Yandex Cuneiform (Easy Version),"constructive algorithms,data structures,greedy",2046,F1,Yandex Cuneiform (Easy Version),PROGRAMMING,2000.0,3300.0
2046E2 - Cheops and a Contest (Hard Version),"greedy,implementation",2046,E2,Cheops and a Contest (Hard Version),PROGRAMMING,1500.0,3500.0
2046E1 - Cheops and a Contest (Easy Version),"constructive algorithms,greedy",2046,E1,Cheops and a Contest (Easy Version),PROGRAMMING,2000.0,2900.0
2046D - For the Emperor!,"flows,graphs",2046,D,For the Emperor!,PROGRAMMING,2500.0,3100.0
2046C - Adventurers,"binary search,data structures,greedy,sortings,ternary search,two pointers",2046,C,Adventurers,PROGRAMMING,1500.0,2100.0
2046B - Move Back at a Cost,"binary search,data structures,greedy,sortings",2046,B,Move Back at a Cost,PROGRAMMING,750.0,1600.0
2046A - Swap Columns and Find a Path,"greedy,sortings",2046,A,Swap Columns and Find a Path,PROGRAMMING,500.0,1200.0
2045M - Mirror Maze,"brute force,dfs and similar,graphs,implementation",2045,M,Mirror Maze,PROGRAMMING,,1800.0
2045L - Buggy DFS,constructive algorithms,2045,L,Buggy DFS,PROGRAMMING,,3000.0
2045K - GCDDCG,,2045,K,GCDDCG,PROGRAMMING,,2900.0
2045J - Xorderable Array,"bitmasks,data structures",2045,J,Xorderable Array,PROGRAMMING,,2600.0
2045I - Microwavable Subsequence,data structures,2045,I,Microwavable Subsequence,PROGRAMMING,,2100.0
2045H - Missing Separators,"dp,sortings,string suffix structures,strings",2045,H,Missing Separators,PROGRAMMING,,2200.0
2045G - X Aura,"graphs,math,shortest paths",2045,G,X Aura,PROGRAMMING,,2200.0
2045F - Grid Game 3-angle,"games,math",2045,F,Grid Game 3-angle,PROGRAMMING,,3000.0
2045E - Narrower Passageway,"combinatorics,data structures",2045,E,Narrower Passageway,PROGRAMMING,,2700.0
2045D - Aquatic Dragon,,2045,D,Aquatic Dragon,PROGRAMMING,,3500.0
2045C - Saraga,"greedy,strings",2045,C,Saraga,PROGRAMMING,,1400.0
2045B - ICPC Square,"math,number theory",2045,B,ICPC Square,PROGRAMMING,,2000.0
2045A - Scrambled Scrabble,"brute force,greedy",2045,A,Scrambled Scrabble,PROGRAMMING,,1700.0
2044H - Hard Demon Problem,"constructive algorithms,data structures,dp,implementation,math",2044,H,Hard Demon Problem,PROGRAMMING,,2100.0
2044G2 - Medium Demon Problem (hard version),"dfs and similar,dp,dsu,graphs,implementation,trees",2044,G2,Medium Demon Problem (hard version),PROGRAMMING,,1900.0
2044G1 - Medium Demon Problem (easy version),"dfs and similar,graph matchings,graphs,implementation,trees",2044,G1,Medium Demon Problem (easy version),PROGRAMMING,,1700.0
2044F - Easy Demon Problem,"binary search,brute force,data structures,math,number theory",2044,F,Easy Demon Problem,PROGRAMMING,,1900.0
2044E - Insane Problem,"binary search,greedy,implementation,math,number theory",2044,E,Insane Problem,PROGRAMMING,,1300.0
2044D - Harder Problem,"constructive algorithms,greedy,math",2044,D,Harder Problem,PROGRAMMING,,1100.0
2044C - Hard Problem,"greedy,math",2044,C,Hard Problem,PROGRAMMING,,800.0
2044B - Normal Problem,"implementation,strings",2044,B,Normal Problem,PROGRAMMING,,800.0
2044A - Easy Problem,"brute force,math",2044,A,Easy Problem,PROGRAMMING,,800.0
2043G - Problem with Queries,"brute force,data structures,implementation",2043,G,Problem with Queries,PROGRAMMING,,3000.0
2043F - Nim,"bitmasks,brute force,combinatorics,dp,games,greedy,implementation,shortest paths",2043,F,Nim,PROGRAMMING,,2700.0
2043E - Matrix Transformation,"bitmasks,brute force,data structures,dfs and similar,graphs,greedy,implementation",2043,E,Matrix Transformation,PROGRAMMING,,2300.0
2043D - Problem about GCD,"brute force,flows,math,number theory",2043,D,Problem about GCD,PROGRAMMING,,1800.0
2043C - Sums on Segments,"binary search,brute force,data structures,dp,greedy,math",2043,C,Sums on Segments,PROGRAMMING,,1600.0
2043B - Digits,"math,number theory",2043,B,Digits,PROGRAMMING,,1100.0
2043A - Coin Transformation,"brute force,math",2043,A,Coin Transformation,PROGRAMMING,,800.0
2042F - Two Subarrays,"data structures,dp,implementation,matrices",2042,F,Two Subarrays,PROGRAMMING,,2600.0
2042E - Vertex Pairs,"binary search,brute force,data structures,dfs and similar,divide and conquer,greedy,implementation,trees",2042,E,Vertex Pairs,PROGRAMMING,,2900.0
2042D - Recommendations,"data structures,implementation,sortings,two pointers",2042,D,Recommendations,PROGRAMMING,,1900.0
2042C - Competitive Fishing,greedy,2042,C,Competitive Fishing,PROGRAMMING,,1800.0
2042B - Game with Colored Marbles,"games,greedy",2042,B,Game with Colored Marbles,PROGRAMMING,,900.0
2042A - Greedy Monocarp,"greedy,sortings",2042,A,Greedy Monocarp,PROGRAMMING,,800.0
2041N - Railway Construction,,2041,N,Railway Construction,PROGRAMMING,,3300.0
2041M - Selection Sort,"binary search,data structures,greedy,two pointers",2041,M,Selection Sort,PROGRAMMING,,2000.0
2041L - Building Castle,,2041,L,Building Castle,PROGRAMMING,,2900.0
2041K - Trophic Balance Species,"binary search,brute force,dfs and similar,graphs",2041,K,Trophic Balance Species,PROGRAMMING,,3100.0
2041J - Bottle Arrangement,"data structures,divide and conquer,dp,dsu,greedy",2041,J,Bottle Arrangement,PROGRAMMING,,2700.0
2041I - Auto Complete,"binary search,data structures,hashing,implementation,sortings,strings,trees",2041,I,Auto Complete,PROGRAMMING,,2300.0
2041H - Sheet Music,"combinatorics,dp,math",2041,H,Sheet Music,PROGRAMMING,,2300.0
2041G - Grid Game,,2041,G,Grid Game,PROGRAMMING,,3100.0
2041F - Segmentation Folds,"brute force,dfs and similar,number theory",2041,F,Segmentation Folds,PROGRAMMING,,2400.0
2041E - Beautiful Array,"constructive algorithms,math",2041,E,Beautiful Array,PROGRAMMING,,1200.0
2041D - Drunken Maze,"brute force,dfs and similar,graphs,shortest paths",2041,D,Drunken Maze,PROGRAMMING,,1700.0
2041C - Cube,"bitmasks,dfs and similar,dp",2041,C,Cube,PROGRAMMING,,2000.0
2041B - Bowling Frame,"binary search,brute force,math",2041,B,Bowling Frame,PROGRAMMING,,1200.0
2041A - The Bento Box Adventure,"implementation,sortings",2041,A,The Bento Box Adventure,PROGRAMMING,,1300.0
2040F - Number of Cubes,"combinatorics,dp,math,number theory",2040,F,Number of Cubes,PROGRAMMING,2750.0,2700.0
2040E - Control of Randomness,"combinatorics,dfs and similar,dp,graphs,greedy,math,probabilities,trees",2040,E,Control of Randomness,PROGRAMMING,2250.0,2100.0
2040D - Non Prime Tree,"brute force,constructive algorithms,dfs and similar,greedy,number theory,trees,two pointers",2040,D,Non Prime Tree,PROGRAMMING,2000.0,1900.0
2040C - Ordered Permutations,"bitmasks,combinatorics,constructive algorithms,greedy,math,two pointers",2040,C,Ordered Permutations,PROGRAMMING,1500.0,1600.0
2040B - Paint a Strip,"constructive algorithms,greedy,math",2040,B,Paint a Strip,PROGRAMMING,1000.0,1000.0
2040A - Game of Division,"games,math",2040,A,Game of Division,PROGRAMMING,500.0,800.0
2039H2 - Cool Swap Walk (Hard Version),"constructive algorithms,constructive algorithms,constructive algorithms,implementation,sortings",2039,H2,Cool Swap Walk (Hard Version),PROGRAMMING,2500.0,3500.0
2039H1 - Cool Swap Walk (Easy Version),"constructive algorithms,implementation,sortings",2039,H1,Cool Swap Walk (Easy Version),PROGRAMMING,2250.0,3500.0
2039G - Shohag Loves Pebae,"math,number theory",2039,G,Shohag Loves Pebae,PROGRAMMING,4250.0,3500.0
2039F2 - Shohag Loves Counting (Hard Version),"dp,number theory",2039,F2,Shohag Loves Counting (Hard Version),PROGRAMMING,2000.0,3200.0
2039F1 - Shohag Loves Counting (Easy Version),"combinatorics,dp,math,number theory",2039,F1,Shohag Loves Counting (Easy Version),PROGRAMMING,2000.0,2800.0
2039E - Shohag Loves Inversions,"combinatorics,dp,implementation,math",2039,E,Shohag Loves Inversions,PROGRAMMING,2750.0,2200.0
2039D - Shohag Loves GCD,"constructive algorithms,greedy,math,number theory",2039,D,Shohag Loves GCD,PROGRAMMING,2000.0,1700.0
2039C2 - Shohag Loves XOR (Hard Version),"bitmasks,brute force,math,number theory",2039,C2,Shohag Loves XOR (Hard Version),PROGRAMMING,1500.0,1800.0
2039C1 - Shohag Loves XOR (Easy Version),"bitmasks,brute force,math,number theory",2039,C1,Shohag Loves XOR (Easy Version),PROGRAMMING,1000.0,1200.0
2039B - Shohag Loves Strings,"constructive algorithms,greedy,implementation,strings",2039,B,Shohag Loves Strings,PROGRAMMING,1000.0,1000.0
2039A - Shohag Loves Mod,"constructive algorithms,number theory",2039,A,Shohag Loves Mod,PROGRAMMING,500.0,800.0
2038N - Fixing the Expression,implementation,2038,N,Fixing the Expression,PROGRAMMING,,800.0
2038M - Royal Flush,"dp,implementation",2038,M,Royal Flush,PROGRAMMING,,2800.0
2038L - Bridge Renovation,"brute force,dp,greedy,math,two pointers",2038,L,Bridge Renovation,PROGRAMMING,,1400.0
2038K - Grid Walk,"brute force,dp,greedy,math,number theory",2038,K,Grid Walk,PROGRAMMING,,2100.0
2038J - Waiting for...,"greedy,implementation",2038,J,Waiting for...,PROGRAMMING,,800.0
2038I - Polyathlon,"binary search,data structures,hashing,string suffix structures,strings",2038,I,Polyathlon,PROGRAMMING,,2500.0
2038H - Galactic Council,flows,2038,H,Galactic Council,PROGRAMMING,,3000.0
2038G - Guess One Character,"constructive algorithms,implementation,interactive",2038,G,Guess One Character,PROGRAMMING,,1900.0
2038F - Alternative Platforms,"combinatorics,data structures,fft,math,sortings",2038,F,Alternative Platforms,PROGRAMMING,,2500.0
2038E - Barrels,"data structures,greedy,math",2038,E,Barrels,PROGRAMMING,,2900.0
2038D - Divide OR Conquer,"binary search,bitmasks,data structures,dp,implementation",2038,D,Divide OR Conquer,PROGRAMMING,,2400.0
2038C - DIY,"data structures,geometry,greedy,sortings",2038,C,DIY,PROGRAMMING,,1400.0
2038B - Make It Equal,"binary search,brute force,greedy,math",2038,B,Make It Equal,PROGRAMMING,,2100.0
2038A - Bonus Project,"games,greedy",2038,A,Bonus Project,PROGRAMMING,,1400.0
2037G - Natlan Exploring,"bitmasks,combinatorics,data structures,dp,math,number theory",2037,G,Natlan Exploring,PROGRAMMING,,2000.0
2037F - Ardent Flames,"binary search,data structures,math,sortings,two pointers",2037,F,Ardent Flames,PROGRAMMING,,2100.0
2037E - Kachina's Favorite Binary String,"dp,greedy,interactive,two pointers",2037,E,Kachina's Favorite Binary String,PROGRAMMING,,1600.0
2037D - Sharky Surfing,"data structures,greedy,two pointers",2037,D,Sharky Surfing,PROGRAMMING,,1300.0
2037C - Superultra's Favorite Permutation,"constructive algorithms,greedy,math,number theory",2037,C,Superultra's Favorite Permutation,PROGRAMMING,,1000.0
2037B - Intercepted Inputs,"brute force,implementation",2037,B,Intercepted Inputs,PROGRAMMING,,800.0
2037A - Twice,implementation,2037,A,Twice,PROGRAMMING,,800.0
2036G - Library of Magic,"binary search,constructive algorithms,divide and conquer,interactive,math,number theory",2036,G,Library of Magic,PROGRAMMING,,2200.0
2036F - XORificator 3000,"bitmasks,dp,number theory,two pointers",2036,F,XORificator 3000,PROGRAMMING,,1900.0
2036E - Reverse the Rivers,"binary search,constructive algorithms,data structures,greedy",2036,E,Reverse the Rivers,PROGRAMMING,,1600.0
2036D - I Love 1543,"brute force,implementation,matrices",2036,D,I Love 1543,PROGRAMMING,,1300.0
2036C - Anya and 1100,"brute force,implementation",2036,C,Anya and 1100,PROGRAMMING,,1100.0
2036B - Startup,"greedy,sortings",2036,B,Startup,PROGRAMMING,,800.0
2036A - Quintomania,implementation,2036,A,Quintomania,PROGRAMMING,,800.0
2035H - Peak Productivity Forces,constructive algorithms,2035,H,Peak Productivity Forces,PROGRAMMING,4500.0,3500.0
2035G2 - Go Learn! (Hard Version),"divide and conquer,dp",2035,G2,Go Learn! (Hard Version),PROGRAMMING,2000.0,3500.0
2035G1 - Go Learn! (Easy Version),"dp,trees",2035,G1,Go Learn! (Easy Version),PROGRAMMING,2250.0,3300.0
2035F - Tree Operations,"binary search,brute force,dfs and similar,dp,trees",2035,F,Tree Operations,PROGRAMMING,2250.0,2500.0
2035E - Monster,"binary search,brute force,constructive algorithms,greedy,implementation,math,ternary search",2035,E,Monster,PROGRAMMING,2000.0,2300.0
2035D - Yet Another Real Number Problem,"binary search,data structures,divide and conquer,greedy,implementation,math",2035,D,Yet Another Real Number Problem,PROGRAMMING,1500.0,1800.0
2035C - Alya and Permutation,"bitmasks,constructive algorithms,math",2035,C,Alya and Permutation,PROGRAMMING,1000.0,1400.0
2035B - Everyone Loves Tres,"constructive algorithms,greedy,math,number theory",2035,B,Everyone Loves Tres,PROGRAMMING,500.0,900.0
2035A - Sliding,"implementation,math",2035,A,Sliding,PROGRAMMING,250.0,800.0
2034H - Rayan vs. Rayaneh,"brute force,dfs and similar,dp,number theory",2034,H,Rayan vs. Rayaneh,PROGRAMMING,5000.0,3300.0
2034G2 - Simurgh's Watch (Hard Version),"greedy,implementation",2034,G2,Simurgh's Watch (Hard Version),PROGRAMMING,3000.0,3500.0
2034G1 - Simurgh's Watch (Easy Version),"constructive algorithms,greedy,implementation,sortings",2034,G1,Simurgh's Watch (Easy Version),PROGRAMMING,3000.0,3500.0
2034F2 - Khayyam's Royal Decree (Hard Version),"combinatorics,dp,math,sortings",2034,F2,Khayyam's Royal Decree (Hard Version),PROGRAMMING,2000.0,2800.0
2034F1 - Khayyam's Royal Decree (Easy Version),"combinatorics,dp,math,sortings",2034,F1,Khayyam's Royal Decree (Easy Version),PROGRAMMING,2000.0,2500.0
2034E - Permutations Harmony,"combinatorics,constructive algorithms,greedy,hashing,math",2034,E,Permutations Harmony,PROGRAMMING,2000.0,2200.0
2034D - Darius' Wisdom,"constructive algorithms,greedy,implementation,sortings",2034,D,Darius' Wisdom,PROGRAMMING,1500.0,1600.0
2034C - Trapped in the Witch's Labyrinth,"constructive algorithms,dfs and similar,graphs,implementation",2034,C,Trapped in the Witch's Labyrinth,PROGRAMMING,1500.0,1400.0
2034B - Rakhsh's Revival,"data structures,greedy,implementation,two pointers",2034,B,Rakhsh's Revival,PROGRAMMING,750.0,1000.0
2034A - King Keykhosrow's Mystery,"brute force,chinese remainder theorem,math,number theory",2034,A,King Keykhosrow's Mystery,PROGRAMMING,500.0,800.0
2033G - Sakurako and Chefir,"data structures,dfs and similar,dp,greedy,trees",2033,G,Sakurako and Chefir,PROGRAMMING,,2200.0
